Course,Field,studylevel,AreaofInterest,C_education,Grade,Skills,Age
Bachelor of Science (B.Sc) Agronomy,Agronomy,Agriculture,5,2,50,1,18
Bachelor of Science (B.Sc) Animation,Animation,Animation,6,2,50,1,18
Bachelor of Science (B.Sc) Animation & Multimedia,Animation & Multimedia,Animation,6,2,50,1,18
Diploma in Web Designing,Web Designing,Animation,6,2,50,1,18
Bachelor of Science (B.Sc) Animation & VFX,Animation & VFX,Animation,6,2,50,1,18
Bachelor of Science (B.Sc) Animation & Visual Effect,Animation & Visual Effect,Animation,6,2,50,1,18
Bachelor of Science (B.Sc) Multimedia Animation & Graphics,Multimedia Animation & Graphics,Animation,6,2,50,1,18
Bachelor of Design  (B.DES) Animation,Animation,Animation,6,2,50,1,18
Bachelor of Science (B.Sc) Animation Film Making,Animation Film Making,Animation,6,2,50,1,18
Bachelor of Fine Arts (BFA) Animation,Fine Arts Animation,Animation,6,2,50,1,18
Bachelor of Architecture (B.Arch),Architecture,Architecture,7,2,50,1,18
Bachelor of Planning,Planning,Architecture,7,2,50,1,18
Diploma in Construction Management (DCM),Construction Management,Architecture,7,2,50,1,18
Bachelor of Architecture (B.Arch) Interior Design,Interior design,Architecture,7,2,50,1,18
Bachelor of Architecture (B.Arch) Landspace Architecture,Landspace Architecture,Architecture,7,2,50,1,18
Bachelor of Architecture (B.Arch) Building Construction Technology,Building Construction Technology,Architecture,7,2,50,1,18
Bachelor of Business Administartion (BBA) Aviation,Aviation,Aviation,8,2,50,1,18
Aircraft Maintenance Engineering (AME) Mechanical Stream,Mechanical Stream,Aviation,8,2,50,1,18
Aircraft Maintenance Engineering (AME) Aviation Stream,Aviation Stream,Aviation,8,2,50,1,18
Diploma in Aviation,Aviation,Aviation,8,2,50,1,18
Private  pilot License,Private  pilot License,Aviation,8,2,50,1,18
Bachelor of Business Administartion (BBA) Airport Management, Airport Management,Aviation,8,2,50,1,18
Bachelor of Computer Applications (BCA) ,Computer Applications,Computer Applications,9,2,50,1,18
Diploma in Computer Application (DCA),Computer Applications,Computer Applications,9,2,50,1,18
Bachelor of Computer Applications (BCA) Hons.,(BCA) Hons.,Computer Applications,9,2,50,1,18
Diploma in Graphic Design, Graphic Design,Computer Applications,9,2,50,1,18
Bachelor of Science (B.Sc) Computer Technology,Computer Technology,Computer Applications,9,2,50,1,18
Bachelor of Computer Applications (BCA) Data Science,Data Science ,Computer Applications,9,2,50,1,18
Bachelor of Computer Applications (BCA) Data Analytics,Data Analytics,Computer Applications,9,2,50,1,18
Bachelor of Computer Applications (BCA) Computer Science,Computer Science,Computer Applications,9,2,50,1,18
Bachelor of Computer Science (BCS),Computer Science,Computer Applications,9,2,50,1,18
Diploma in Computer Programming (DCP),Computer Programming,Computer Applications,9,2,50,1,18
Bachelor of Computer Application (BCA) Database Systems,Database Systems,Computer Applications,9,2,50,1,18
Bachelor of Dental Surgery (BDS),Dental,Dental,10,2,50,1,18
Bachelor of Dental Surgery (BDS) General Surgery,General Surgery,Dental,10,2,50,1,18
Bachelor of Dental Surgery (BDS) Prosthodontics,Prosthodontics,Dental,10,2,50,1,18
Bachelor of Dental Surgery (BDS)  Oral & MaxillOfacial Surgery,Oral & MaxillOfacial Surgery,Dental,10,2,50,1,18
Bachelor of Dental Surgery (BDS) Orthodontics,Orthodontics,Dental,10,2,50,1,18
Bachelor of Dental Surgery (BDS) Oral Medicine & Radiology, Oral Medicine & Radiology,Dental,10,2,50,1,18
Bachelor of Hotel Management & Catering Technology (BHMCT),Hotel Management & Catering Technology ,Hotel management,11,2,50,1,18
Diploma in Hotel Management,Hotel Management ,Hotel management,11,2,50,1,18
Bachelor of Hotel management (BHM),Hotel Management,Hotel management,11,2,50,1,18
Diploma in Food Production,Food Production,Hotel management,11,2,50,1,18
Bachelor of Science(B.Sc) Hospitality & Hotel Admistration,Hospitality & Hotel Admistration,Hotel management,11,2,50,1,18
Diploma in Hotel Management & Catering Technology,Hotel Management & Catering Technology ,Hotel management,11,2,50,1,18
Diploma in Hospitality Management,Hospitality management,Hotel management,11,2,50,1,18
Diploma in Bakery & Confiectionery,Bakery & Confiectionery,Hotel management,11,2,50,1,18
Bachelor of Science (B.Sc) Catering Science & Hotel Management,Catering Science & Hotel Management,Hotel management,11,2,50,1,18
Bachelor of Science (B.Sc) Hospitality Studies,Hospitality Studies,Hotel management,11,2,50,1,18
Bachelor of Hospital Management (BHM),Hospital Management,Hotel management,11,2,50,1,18
Diploma Course In House Keeping,House Keeping,Hotel management,11,2,50,1,18
Bachelor of Hospitaitly  Management (BHM), Hospitaitly  Management ,Hotel management,11,2,50,1,18
Bachelor of Arts (BA)  Hospitaitly  Management , Hospitaitly  Management ,Hotel management,11,2,50,1,18
Diploma in Aviation Hospitality & Travel Management,Aviation Hospitality & Travel Management,Hotel management,11,2,50,1,18
Bachelor of Hospitality Management (BHM) Culinary, Culinary,Hotel management,11,2,50,1,18
Bachelor of Laws (LLB),Laws,Laws,12,2,50,1,18
Bachelor of Arts +Bachelor of Laws (BALLB),Arts Laws,Laws,12,2,50,1,18
Bachelor of Laws (LLB) Hons.,Hons.Laws,Laws,12,2,50,1,18
Diploma in Cyber Law,Cyber Law,Laws,12,2,50,1,18
Diploma in Taxation  law (DTL),Taxation Law,Laws,12,2,50,1,18
Diploma in Labour Laws & Labour Welfare, Labour Laws & Labour Welfare,Laws,12,2,50,1,18
Bachelor of Science +Bachelor of Laws (B.SC LLB),Science & Laws,Laws,12,2,50,1,18
Diploma in Criminology,Criminology,Laws,12,2,50,1,18
Bachelor of Laws (LLB) Intellectual Property Rights,Intellectual Property Rights,Laws,12,2,50,1,18
Bachelor of Arts (BA) Journalism & Mass Communication , Journalism & Mass Communication,Mass Communication,13,2,50,1,18
Bachelor of Journalism & Mass Communication (BJMC),Journalism & Mass Communication,Mass Communication,13,2,50,1,18
Bachelor of Mass Media (BMM),Mass Media,Mass Communication,13,2,50,1,18
Bachelor of Arts (BA) Hons.Journalism & Mass Communication ,Hons.Journalism & Mass Communication ,Mass Communication,13,2,50,1,18
Diploma in Journalism & Mass Communication,Journalism & Mass Communication,Mass Communication,13,2,50,1,18
Bachelor of Mass Communication (B.M.C), Mass Communication,Mass Communication,13,2,50,1,18
Diploma in multimedia (DMM),Multimedia,Mass Communication,13,2,50,1,18
BACHELOR OF SCIENCE [B.SC] (NURSING),(NURSING),Paramedical,14,2,50,1,18
GENERAL NURSING AND MIDWIFERY [GNM],NURSING AND MIDWIFERY [GNM],Paramedical,14,2,50,1,18
POST BASIC BACHELOR OF SCIENCE [P.B.B.SC] (NURSING), SCIENCE [P.B.B.SC] (NURSING),Paramedical,14,2,50,1,18
BACHELOR OF SCIENCE [B.SC] (MEDICAL LABORATORY TECHNOLOGY),(MEDICAL LABORATORY TECHNOLOGY),Paramedical,14,2,50,1,18
AUXILIARY NURSING MIDWIFERY [ANM] (NURSING),NURSING MIDWIFERY ,Paramedical,14,2,50,1,18
BACHELOR IN MEDICAL LABORATORY TECHNOLOGY [BMLT], MEDICAL LABORATORY TECHNOLOGY,Paramedical,14,2,50,1,18
BACHELOR OF OPTOMETRY [B.OPTOM],OPTOMETRY [,Paramedical,14,2,50,1,18
DIPLOMA IN GYNAECOLOGY AND OBSTETRICS [DGO],GYNAECOLOGY AND OBSTETRICS,Paramedical,14,2,50,1,18
P.B.BACHELOR OF SCIENCE [B.SC] (NURSING),SCIENCE [B.SC] (NURSING),Paramedical,14,2,50,1,18
DIPLOMA IN CHILD HEALTH [DCH], CHILD HEALTH ,Paramedical,14,2,50,1,18
DIPLOMA IN ORTHOPAEDICS,ORTHOPAEDICS,Paramedical,14,2,50,1,18
DIPLOMA IN OPTOMETRY, OPTOMETRY,Paramedical,14,2,50,1,18
DIPLOMA IN OPERATION THEATRE TECHNOLOGY,OPERATION THEATRE TECHNOLOGY,Paramedical,14,2,50,1,18
DIPLOMA IN OPHTHALMOLOGY,OPHTHALMOLOGY,Paramedical,14,2,50,1,18
BACHELOR OF SCIENCE [B.SC] (CARDIAC TECHNOLOGY),(CARDIAC TECHNOLOGY),Paramedical,14,2,50,1,18
BACHELOR OF SCIENCE [B.SC] (PHYSICIAN ASSISTANT),(PHYSICIAN ASSISTANT),Paramedical,14,2,50,1,18
"DIPLOMA IN DERMATOLOGY, VENEROLOGY AND LEPROSY [DDVL]","DERMATOLOGY, VENEROLOGY AND LEPROSY",Paramedical,14,2,50,1,18
BACHELOR OF SCIENCE [B.SC] (NUCLEAR MEDICINE TECHNOLOGY),NUCLEAR MEDICINE TECHNOLOGY),Paramedical,14,2,50,1,18
BACHELOR OF SCIENCE [B.SC] {HONS.} (NURSING),{HONS.} (NURSING),Paramedical,14,2,50,1,18
BACHELOR OF SCIENCE [B.SC] (NEUROPHYSIOLOGY TECHNOLOGY),NEUROPHYSIOLOGY TECHNOLOGY),Paramedical,14,2,50,1,18
"DIPLOMA IN DERMATOLOGY,",DERMATOLOGY,Paramedical,14,2,50,1,18
BACHELOR OF PARAMEDICAL TECHNOLOGY [BPMT],PARAMEDICAL TECHNOLOGY,Paramedical,14,2,50,1,18
DIPLOMA IN CLINICAL RESEARCH,CLINICAL RESEARCH,Paramedical,14,2,50,1,18
BACHELOR OF PHARMACY [B.PHARMA],PHARMACY,Pharmacy,15,2,50,1,18
DIPLOMA IN PHARMACY [D.PHARMA],D.PHARMA,Pharmacy,15,2,50,1,18
BACHELOR OF PHARMACY [B.PHARM] (PHARMACEUTICS), [B.PHARM] (PHARMACEUTICS),Pharmacy,15,2,50,1,18
BACHELOR OF PHARMACY [B.PHARM] (AYURVEDA),B.PHARM] (AYURVEDA),Pharmacy,15,2,50,1,18
DIPLOMA IN AYURVEDIC PHARMACY,AYURVEDIC PHARMACY,Pharmacy,15,2,50,1,18
"BACHELOR OF PHARMACY [B.PHARM] + MASTER OF BUSINESS
ADMINISTRATION [MBA]",B.PHARM MBA,Pharmacy,15,2,50,1,18
BACHELOR OF PHARMACY [B.PHARM] (PHARMACEUTICAL CHEMISTRY),(PHARMACEUTICAL CHEMISTRY),Pharmacy,15,2,50,1,18
BACHELOR OF PHARMACY [B.PHARM] (PHARMACOLOGY),[B.PHARM] (PHARMACOLOGY),Pharmacy,15,2,50,1,18
BACHELOR OF VETERINARY SCIENCE [BVSC] & A.H.,VETERINARY SCIENCE,Veterinary Science,16,2,50,1,18
BACHELOR OF VETERINARY SCIENCE [BVSC] (ANIMAL NUTRITION),ANIMAL NUTRITION),Veterinary Science,16,2,50,1,18
"BACHELOR OF VETERINARY SCIENCE [B.V.SC.] (LIVESTOCK PRODUCTION
AND MANAGEMENT)",LIVESTOCK PRODUCTION AND MANAGEMENT),Veterinary Science,16,2,50,1,18
BACHELOR OF VETERINARY SCIENCE [BVSC] (VETERINARY PATHOLOGY),(VETERINARY PATHOLOGY),Veterinary Science,16,2,50,1,18
"BACHELOR OF VETERINARY SCIENCE [BVSC] (ANIMAL GENETICS &
BREEDING)",(ANIMAL GENETICS & BREEDING),Veterinary Science,16,2,50,1,18
BACHELOR OF VETERINARY SCIENCE [BVSC]MICROBIOLOGY),MICROBIOLOGY),Veterinary Science,16,2,50,1,18
"BACHELOR OF VETERINARY SCIENCE [BVSC] (VETERINARY SURGERY &
RADIOLOGY)
","(VETERINARY SURGERY & RADIOLOGY)
",Veterinary Science,16,2,50,1,18
BACHELOR OF VETERINARY SCIENCE [BVSC],VETERINARY SCIENCE,Veterinary Science,16,2,50,1,18
DIPLOMA IN FOOD & BEVERAGE SERVICE,FOOD & BEVERAGE SERVICE,Vocational Courses,16,2,50,1,18
BACHELOR OF VOCATIONAL STUDIES [B.VOC.] (SOFTWARE DEVELOPMENT),(SOFTWARE DEVELOPMENT),Vocational Courses,16,2,50,1,18
DIPLOMA IN PHOTOGRAPHY, PHOTOGRAPHY,Vocational Courses,16,2,50,1,18
BACHELOR OF VOCATIONAL STUDIES [B.VOC.] , VOCATIONAL STUDIES,Vocational Courses,16,2,50,1,18
BACHELOR OF VOCATIONAL STUDIES [B.VOC.] (AUTOMOBILES),(AUTOMOBILES),Vocational Courses,16,2,50,1,18
DIPLOMA IN VISUAL MERCHANDISING,VISUAL MERCHANDISING,Vocational Courses,16,2,50,1,18
DIPLOMA IN SECRETARIAL PRACTICE,SECRETARIAL PRACTICE,Vocational Courses,16,2,50,1,18
BACHELOR OF ARTS [BA] (ENGLISH),ENGLISH),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ECONOMICS), (ECONOMICS),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (HISTORY),(HISTORY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (POLITICAL SCIENCE),(POLITICAL SCIENCE),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA],ARTS ,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (SOCIOLOGY),(SOCIOLOGY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (HINDI),(HINDI),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (GEOGRAPHY),(GEOGRAPHY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (SANSKRIT), (SANSKRIT),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (ENGLISH),{HONS.} (ENGLISH),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (POLITICAL SCIENCE),(POLITICAL SCIENCE),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (HISTORY),{HONS.} (HISTORY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (ECONOMICS), {HONS.} (ECONOMICS),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (PSYCHOLOGY), (PSYCHOLOGY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (EDUCATION), (EDUCATION),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (PHILOSOPHY),PHILOSOPHY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (PHILOSOPHY), {HONS.} (PHILOSOPHY),Arts,17,2,50,1,18
BACHELOR OF LIBRARY AND INFORMATION SCIENCE [B.LIB.I.SC], LIBRARY AND INFORMATION SCIENCE ,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ENGLISH LITERATURE), (ENGLISH LITERATURE),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (SANSKRIT),{HONS.} (SANSKRIT),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (BENGALI), {HONS.} (BENGALI),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (MATHEMATICS),(MATHEMATICS),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (GEOGRAPHY), {HONS.} (GEOGRAPHY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (HOME SCIENCE),HOME SCIENCE),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (HINDI),{HONS.} (HINDI),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (BENGALI),(BENGALI),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (SOCIOLOGY),(SOCIOLOGY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (PHYSICAL EDUCATION),PHYSICAL EDUCATION),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (PSYCHOLOGY),HONS.} (PSYCHOLOGY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (EDUCATION),{HONS.} (EDUCATION),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (URDU),(URDU),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (TAMIL),(TAMIL),Arts,17,2,50,1,18
BACHELOR OF SOCIAL WORK [BSW],SOCIAL WORK ,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (HINDI LITERATURE), (HINDI LITERATURE),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (PUBLIC ADMINISTRATION),(PUBLIC ADMINISTRATION),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (MUSIC), (MUSIC),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (MARATHI),MARATHI),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (JOURNALISM),(JOURNALISM),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (KANNADA),(KANNADA),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (COMPUTER APPLICATIONS), (COMPUTER APPLICATIONS),Arts,17,2,50,1,18
BACHELOR OF FINE ARTS [BFA],FINE ARTS,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (STATISTICS),] (STATISTICS),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (URDU), {HONS.} (URDU),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ARABIC), (ARABIC),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ANCIENT HISTORY),(ANCIENT HISTORY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (MALAYALAM),(MALAYALAM),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (MASS COMMUNICATION), (MASS COMMUNICATION),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (MATHEMATICS),{HONS.} (MATHEMATICS),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ASSAMESE),ASSAMESE),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (GUJARATI),(GUJARATI),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (MUSIC VOCAL), (MUSIC VOCAL),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (COMPUTER SCIENCE),(COMPUTER SCIENCE),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (POLITICS), (POLITICS),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (DRAWING AND PAINTING),(DRAWING AND PAINTING),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (FUNCTIONAL ENGLISH),(FUNCTIONAL ENGLISH),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.},HONS.},Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (MUSIC), {HONS.} (MUSIC),Arts,17,2,50,1,18
DIPLOMA IN FRENCH,FRENCH,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (PUNJABI), (PUNJABI),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (TRAVEL AND TOURISM MANAGEMENT),(TRAVEL AND TOURISM MANAGEMENT),Arts,17,2,50,1,18
BACHELOR OF FINE ARTS [BFA] (PAINTING),(PAINTING),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (PERSIAN),(PERSIAN),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (COMMUNICATIVE ENGLISH),(COMMUNICATIVE ENGLISH),Arts,17,2,50,1,18
BACHELOR OF FINE ARTS [BFA] (APPLIED ARTS),] (APPLIED ARTS,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ANTHROPOLOGY), (ANTHROPOLOGY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (TAMIL LITERATURE), (TAMIL LITERATURE),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ENGLISH LANGUAGE AND ENGLISHLITERATURE),(ENGLISH LANGUAGE AND ENGLISHLITERATURE),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (TELUGU),(TELUGU),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (HOME SCIENCE), (HOME SCIENCE),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (FINE ARTS),(FINE ARTS),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (SOCIAL WORK),(SOCIAL WORK),Arts,17,2,50,1,18
BACHELOR OF PERFORMING ARTS [BPA],PERFORMING ARTS [BPA],Arts,17,2,50,1,18
DIPLOMA IN LIBRARY AND INFORMATION SCIENCE,LIBRARY AND INFORMATION SCIENCE,Arts,17,2,50,1,18
DIPLOMA IN GERMAN,GERMAN,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (ARABIC),{HONS.} (ARABIC),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (ORIYA),HONS.} (ORIYA),Arts,17,2,50,1,18
DIPLOMA IN ACTING, ACTING,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (SANSKRIT LITERATURE),(SANSKRIT LITERATURE),Arts,17,2,50,1,18
BACHELOR OF THEOLOGY [B.TH],THEOLOGY,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ORIYA), (ORIYA),Arts,17,2,50,1,18
BACHELOR OF VISUAL ARTS [BVA],VISUAL ARTS [BVA],Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (TOURISM STUDIES), (TOURISM STUDIES),Arts,17,2,50,1,18
DIPLOMA IN MUSIC, MUSIC,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (JOURNALISM),] {HONS.} (JOURNALISM),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (SOCIAL SCIENCE),(SOCIAL SCIENCE),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (FRENCH),FRENCH,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (DEFENCE AND STRATEGIC STUDIES),(DEFENCE AND STRATEGIC STUDIES),Arts,17,2,50,1,18
DIPLOMA IN SPANISH, SPANISH,Arts,17,2,50,1,18
DIPLOMA IN RUSSIAN,RUSSIAN,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] {HONS.} (ANTHROPOLOGY),} (ANTHROPOLOGY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (DANCE),DANCE),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (MULTIMEDIA),MULTIMEDIA),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (CULINARY ARTS), (CULINARY ARTS),Arts,17,2,50,1,18
DIPLOMA IN ENGLISH,ENGLISH),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (CRIMINOLOGY), (CRIMINOLOGY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (RURAL DEVELOPMENT), (RURAL DEVELOPMENT),Arts,17,2,50,1,18
BACHELOR OF VISUAL ARTS [BVA] (APPLIED ARTS),(APPLIED ARTS),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ENGLISH WITH JOURNALISM),ENGLISH WITH JOURNALISM),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (INTERIOR DESIGN),(INTERIOR DESIGN),Arts,17,2,50,1,18
BACHELOR OF DIVINITY [B.DIV],DIVINITY [B.DIV],Arts,17,2,50,1,18
DIPLOMA IN CHINESE,CHINESE,Arts,17,2,50,1,18
DIPLOMA IN CINEMATOGRAPHY,CINEMATOGRAPHY,Arts,17,2,50,1,18
ADVANCED DIPLOMA IN GERMAN,GERMAN,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ISLAMIC STUDIES),ISLAMIC STUDIES),Arts,17,2,50,1,18
DIPLOMA IN ART AND CRAFT,ART AND CRAFT,Arts,17,2,50,1,18
DIPLOMA IN JAPANESE,JAPANESE,Arts,17,2,50,1,18
DIPLOMA IN PERFORMING ARTS,PERFORMING ARTS ,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (HOTEL MANAGEMENT),(HOTEL MANAGEMENT),Arts,17,2,50,1,18
DIPLOMA IN ASTROLOGY [DIA],ASTROLOGY [DIA],Arts,17,2,50,1,18
BACHELOR OF SPORTS MANAGEMENT [BSM], SPORTS MANAGEMENT,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (VISUAL ARTS),(VISUAL ARTS),Arts,17,2,50,1,18
ADVANCED DIPLOMA IN FRENCH,FRENCH,Arts,17,2,50,1,18
DIPLOMA IN COUNSELLING & GUIDANCE,COUNSELLING & GUIDANCE,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (BUSINESS ECONOMICS),BUSINESS ECONOMICS),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (VISUAL COMMUNICATION),(VISUAL COMMUNICATION),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (LINGUISTICS),LINGUISTICS),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ACTING),ACTING),Arts,17,2,50,1,18
DIPLOMA IN PUBLIC RELATIONS,PUBLIC RELATIONS,Arts,17,2,50,1,18
BACHELOR OF LITERATURE [B.LIT], LITERATURE ,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (CRIMINOLOGY AND POLICE ADMINISTRATION),CRIMINOLOGY AND POLICE ADMINISTRATION),Arts,17,2,50,1,18
BACHELOR OF FINE ARTS [BFA] (PHOTOGRAPHY),(PHOTOGRAPHY),Arts,17,2,50,1,18
DIPLOMA IN FOLKLORE,FOLKLORE,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (MEDIA STUDIES),(MEDIA STUDIES),Arts,17,2,50,1,18
DIPLOMA IN TRANSLATION,TRANSLATION,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (FOREIGN LANGUAGES),(FOREIGN LANGUAGES),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (TEXTILE DESIGN), (TEXTILE DESIGN),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ASTROLOGY),ASTROLOGY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (PUBLIC POLICY AND ADMINISTRATION),PUBLIC POLICY AND ADMINISTRATION,Arts,17,2,50,1,18
BACHELOR OF FINE ARTS [BFA] (DIGITAL ART),DIGITAL ART),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (PUBLIC RELATIONS),PUBLIC RELATIONS),Arts,17,2,50,1,18
DIPLOMA IN FINE ART (PAINTING), FINE ART (PAINTING),Arts,17,2,50,1,18
DIPLOMA IN PUBLIC ADMINISTRATION,PUBLIC ADMINISTRATION,Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (DEVELOPMENT STUDIES),DEVELOPMENT STUDIES),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (ACCOUNTANCY),(ACCOUNTANCY),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (DEVELOPMENTAL ECONOMICS),(DEVELOPMENTAL ECONOMICS),Arts,17,2,50,1,18
BACHELOR OF ARTS [BA] (PUBLIC HEALTH), (PUBLIC HEALTH),Arts,17,2,50,1,18
BACHELOR OF COMMERCE [B.COM],COMMERCE,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (COMPUTER APPLICATIONS),(COMPUTER APPLICATIONS,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] {HONS.},{HONS,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (ACCOUNTING AND FINANCE),(ACCOUNTING AND FINANCE,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (CORPORATE SECRETARYSHIP),CORPORATE SECRETARYSHIP,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (BANKING AND INSURANCE),BANKING AND INSURANCE,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (TAXATION),TAXATION,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] {HONS.} (ACCOUNTANCY),ACCOUNTANCY,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (FINANCE),(FINANCE,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] {HONS.} (ACCOUNTING AND FINANCE),ACCOUNTING AND FINANCE,Commerce courses,18,2,50,1,18
